Date;Opérateur;06:00:00;07:00:00;08:00:00;09:00:00;10:00:00;11:00:00;12:00:00;13:00:00;14:00:00;15:00:00;16:00:00;17:00:00;18:00:00;19:00:00;20:00:00;21:00:00;22:00:00;23:00:00;00:00:00;01:00:00;02:00:00;03:00:00;04:00:00;05:00:00;Secteur d'activité;Statut;Consommation Journalière (MWh PCS 0°C)
2021-02-12;NaTran;30564.0;31016.0;31175.0;31103.0;30975.0;30818.0;30423.0;30204.0;29870.0;30017.0;30036.0;30124.0;29602.0;30534.0;30329.0;30163.0;29627.0;29617.0;29529.0;28847.0;28803.0;27816.0;27448.0;27999.0;Industriel;Définitif;716653.0
2021-02-11;NaTran;30471.0;32071.0;32116.0;32324.0;32151.0;31938.0;32039.0;31752.0;31154.0;30821.0;31109.0;30405.0;30800.0;31981.0;31062.0;29916.0;29259.0;28901.0;29153.0;29234.0;29016.0;28578.0;28923.0;28267.0;Industriel;Définitif;733451.0
2021-01-11;NaTran;30355.0;31201.0;31354.0;31366.0;31118.0;30242.0;30542.0;30772.0;30502.0;30427.0;30412.0;30713.0;31019.0;30967.0;30189.0;30012.0;29884.0;29683.0;29457.0;29256.0;28996.0;28174.0;27607.0;26904.0;Industriel;Définitif;721164.0
2021-01-08;NaTran;30868.0;31683.0;32807.0;32796.0;32546.0;32484.0;32230.0;32202.0;31546.0;31227.0;31341.0;31833.0;32039.0;32125.0;31848.0;30805.0;30000.0;29946.0;29622.0;29616.0;29595.0;29392.0;29209.0;29263.0;Industriel;Définitif;747034.0
2021-01-05;NaTran;29157.0;29708.0;29560.0;29578.0;29637.0;29805.0;29835.0;29748.0;29808.0;29969.0;29810.0;30047.0;30324.0;30306.0;29498.0;29168.0;28845.0;28554.0;28574.0;28650.0;28871.0;28561.0;27183.0;28309.0;Industriel;Définitif;703517.0
2020-12-09;NaTran;30277.0;32098.0;33219.0;33310.0;33025.0;32651.0;32957.0;32707.0;32610.0;32174.0;32359.0;32491.0;32273.0;32327.0;30830.0;29550.0;29039.0;28959.0;28507.0;27454.0;27462.0;26573.0;25005.0;26553.0;Industriel;Définitif;734422.0
2020-11-15;NaTran;15541.0;15515.0;15584.0;15680.0;15615.0;15543.0;15526.0;15526.0;15385.0;15508.0;15697.0;15906.0;16065.0;15843.0;15952.0;15989.0;16047.0;16159.0;16119.0;16281.0;16437.0;16553.0;17050.0;17865.0;Industriel;Définitif;383398.0
2020-11-02;NaTran;16843.0;17595.0;17948.0;18184.0;18515.0;18435.0;18744.0;18741.0;18988.0;18932.0;19100.0;19520.0;19231.0;19393.0;19299.0;18681.0;18298.0;18145.0;18100.0;18366.0;18404.0;18546.0;18890.0;20983.0;Industriel;Définitif;447892.0
2020-10-19;NaTran;24366.0;24861.0;25030.0;24806.0;23370.0;22554.0;22329.0;22517.0;22561.0;22735.0;23027.0;23340.0;23571.0;23469.0;22468.0;20400.0;19205.0;18860.0;17904.0;17230.0;17393.0;17391.0;17455.0;18253.0;Industriel;Définitif;515107.0
2020-10-16;NaTran;24801.0;25124.0;25631.0;25513.0;25389.0;25045.0;24873.0;24789.0;24609.0;24744.0;24917.0;24870.0;25286.0;25509.0;25445.0;25007.0;24772.0;24304.0;24303.0;24034.0;24065.0;24013.0;23495.0;23890.0;Industriel;Définitif;594439.0
2020-09-28;NaTran;20807.0;21951.0;22363.0;22545.0;22653.0;22979.0;23481.0;23518.0;23532.0;23157.0;23218.0;23660.0;24318.0;24630.0;24520.0;23704.0;23245.0;23157.0;23465.0;23047.0;23003.0;23286.0;22537.0;23201.0;Industriel;Définitif;555989.0
2020-09-18;NaTran;17878.0;17906.0;17928.0;18652.0;19004.0;18512.0;18810.0;18706.0;18099.0;18209.0;18276.0;18398.0;18302.0;18225.0;18219.0;17149.0;17521.0;18027.0;18009.0;18176.0;18075.0;18029.0;18107.0;17955.0;Industriel;Définitif;436185.0
2020-09-14;NaTran;18173.0;18447.0;18874.0;18327.0;18204.0;18570.0;18276.0;18441.0;18670.0;18774.0;18696.0;18929.0;18945.0;19083.0;19116.0;18890.0;18436.0;18129.0;18265.0;18712.0;18959.0;19166.0;19093.0;19284.0;Industriel;Définitif;448467.0
2023-05-30;NaTran;12402.0;10064.0;9607.0;10018.0;10133.0;10319.0;10838.0;15227.0;15924.0;15645.0;15527.0;11916.0;14994.0;16401.0;15416.0;11157.0;15046.0;15635.0;13690.0;14877.0;10128.0;15384.0;15294.0;16062.0;Industriel;Définitif;321704.0
2023-05-27;NaTran;13009.0;12139.0;12202.0;12709.0;12050.0;11378.0;11759.0;10936.0;11584.0;12495.0;13420.0;11891.0;13275.0;12819.0;13968.0;13494.0;11088.0;12102.0;14128.0;13580.0;13442.0;13465.0;11596.0;11454.0;Industriel;Définitif;299983.0
2023-05-21;NaTran;11896.0;11848.0;12428.0;12502.0;12480.0;12670.0;9777.0;9725.0;9605.0;9539.0;9623.0;9789.0;9699.0;9365.0;9316.0;9351.0;9340.0;9460.0;10419.0;11117.0;11268.0;11339.0;11356.0;11520.0;Industriel;Définitif;255432.0
2023-05-20;NaTran;9803.0;9839.0;9864.0;9793.0;9720.0;9786.0;9826.0;9835.0;9700.0;9634.0;9624.0;9680.0;9474.0;9412.0;9535.0;9512.0;9558.0;9639.0;9627.0;9534.0;9587.0;9678.0;9630.0;9655.0;Industriel;Définitif;231944.0
2023-05-19;NaTran;10565.0;9813.0;9734.0;9734.0;9722.0;9655.0;12069.0;12333.0;12269.0;12052.0;11816.0;10780.0;10228.0;10205.0;9764.0;9935.0;10099.0;10731.0;11821.0;11954.0;11861.0;11971.0;11939.0;11609.0;Industriel;Définitif;262661.0
2023-05-13;NaTran;12796.0;12709.0;12408.0;10633.0;10140.0;9774.0;10232.0;10090.0;10076.0;10063.0;10143.0;10022.0;9847.0;9727.0;9608.0;9601.0;9592.0;10047.0;11351.0;12794.0;13060.0;12954.0;12729.0;12894.0;Industriel;Définitif;263301.0
2023-05-11;NaTran;15798.0;15557.0;15217.0;15099.0;15104.0;15269.0;16800.0;16508.0;16413.0;16247.0;15849.0;15534.0;15449.0;15409.0;15453.0;15340.0;15248.0;15442.0;16038.0;16529.0;16541.0;16593.0;16366.0;15938.0;Industriel;Définitif;379749.0
2023-05-08;NaTran;14411.0;14350.0;14109.0;14174.0;14777.0;14910.0;12869.0;12656.0;12825.0;12869.0;12706.0;12100.0;11596.0;11312.0;10825.0;10726.0;10706.0;12207.0;14378.0;15002.0;14790.0;14666.0;14527.0;14562.0;Industriel;Définitif;318064.0
2023-05-06;NaTran;14946.0;12478.0;11143.0;10332.0;10232.0;10172.0;15590.0;15624.0;15440.0;14633.0;12392.0;11065.0;11149.0;10992.0;10884.0;10854.0;10617.0;11837.0;14167.0;14138.0;14169.0;15106.0;14919.0;14843.0;Industriel;Définitif;307734.0
2023-05-05;NaTran;15941.0;15664.0;15770.0;15624.0;15456.0;15391.0;15907.0;15888.0;15938.0;15951.0;15550.0;13997.0;13351.0;13391.0;13368.0;13433.0;13709.0;15861.0;15985.0;16304.0;16353.0;16377.0;16172.0;16067.0;Industriel;Définitif;367458.0
2023-05-02;NaTran;13107.0;13060.0;12972.0;12977.0;13466.0;13962.0;16155.0;16699.0;16769.0;16684.0;16543.0;16600.0;15783.0;14416.0;13891.0;13560.0;13189.0;13444.0;15497.0;16354.0;16583.0;16134.0;15710.0;15029.0;Industriel;Définitif;358595.0
2023-04-29;NaTran;14506.0;14988.0;14962.0;14974.0;14772.0;12969.0;11604.0;11299.0;11302.0;11509.0;11467.0;11517.0;13929.0;14871.0;15092.0;15166.0;15180.0;15080.0;14486.0;13614.0;11945.0;10860.0;10236.0;10236.0;Industriel;Définitif;316564.0
2023-04-25;NaTran;18812.0;19345.0;19504.0;19377.0;18470.0;15795.0;15731.0;15621.0;16144.0;15623.0;16203.0;17841.0;19234.0;19873.0;19464.0;19418.0;18682.0;18807.0;19035.0;18975.0;19625.0;19666.0;19946.0;20033.0;Industriel;Définitif;441223.0
2023-04-19;NaTran;19396.0;19495.0;19810.0;19185.0;17447.0;15089.0;13857.0;13496.0;13767.0;13593.0;13458.0;14346.0;17313.0;18811.0;19179.0;19264.0;19021.0;18723.0;16101.0;14592.0;14868.0;15404.0;15759.0;16159.0;Industriel;Définitif;398133.0
2023-04-09;NaTran;12805.0;12797.0;12768.0;11799.0;11017.0;10359.0;9234.0;9222.0;9063.0;9113.0;9204.0;9262.0;10742.0;11641.0;11719.0;11738.0;12013.0;12254.0;11274.0;9626.0;9684.0;9704.0;9831.0;10044.0;Industriel;Définitif;256914.0
2023-04-02;NaTran;10683.0;10647.0;10626.0;10493.0;10595.0;10550.0;10583.0;10581.0;10518.0;10509.0;10574.0;10638.0;11271.0;11985.0;12347.0;12354.0;12389.0;12519.0;12668.0;12825.0;13024.0;12969.0;13531.0;14889.0;Industriel;Définitif;279768.0
2023-03-27;NaTran;16593.0;17558.0;18730.0;18885.0;18470.0;17880.0;17002.0;15910.0;15163.0;15109.0;14814.0;15629.0;17830.0;17572.0;17579.0;17667.0;18371.0;18742.0;18958.0;18580.0;18656.0;18610.0;17967.0;18506.0;Industriel;Définitif;420782.0
2023-03-24;NaTran;13184.0;13370.0;13258.0;13186.0;12874.0;12876.0;12852.0;12926.0;12438.0;12208.0;12097.0;12237.0;12913.0;13437.0;13375.0;13074.0;12815.0;12790.0;12436.0;12371.0;12357.0;12213.0;12213.0;12282.0;Industriel;Définitif;305782.0
2023-03-20;NaTran;21537.0;22538.0;22514.0;22297.0;21255.0;20790.0;19901.0;19138.0;18403.0;18796.0;18822.0;19913.0;20751.0;21601.0;21301.0;20487.0;19887.0;19210.0;19688.0;19401.0;19378.0;19693.0;19661.0;20258.0;Industriel;Définitif;487222.0
2023-03-19;NaTran;15680.0;15951.0;15891.0;15676.0;15122.0;15478.0;15465.0;14941.0;15107.0;15370.0;17217.0;19413.0;20086.0;21055.0;20684.0;19651.0;20294.0;21250.0;21499.0;21358.0;21657.0;21177.0;21300.0;21058.0;Industriel;Définitif;442380.0
2023-03-12;NaTran;14061.0;14279.0;14167.0;13940.0;13890.0;13791.0;14244.0;13764.0;13807.0;14018.0;13822.0;13804.0;14168.0;14064.0;14052.0;14108.0;14202.0;14077.0;13942.0;14113.0;14172.0;14190.0;14252.0;14608.0;Industriel;Définitif;337538.0
2023-02-22;NaTran;25648.0;26368.0;26629.0;26473.0;26438.0;26309.0;25688.0;25570.0;25819.0;25458.0;24906.0;25947.0;25971.0;26248.0;26085.0;25671.0;25241.0;25030.0;25086.0;25161.0;25485.0;24874.0;25185.0;24858.0;Industriel;Définitif;616148.0
2023-02-16;NaTran;23142.0;23498.0;23463.0;23382.0;22921.0;22332.0;21386.0;20317.0;19564.0;19686.0;21307.0;21384.0;21612.0;21209.0;21003.0;20967.0;21375.0;19956.0;18698.0;18059.0;15849.0;15782.0;15653.0;15967.0;Industriel;Définitif;488511.0
2023-02-13;NaTran;26305.0;27025.0;27390.0;27159.0;26484.0;26036.0;24781.0;24133.0;23614.0;23658.0;24016.0;24989.0;25777.0;26125.0;25799.0;25616.0;25568.0;25645.0;24906.0;23927.0;25352.0;25980.0;26176.0;26207.0;Industriel;Définitif;612669.0
2023-02-10;NaTran;26993.0;27551.0;27612.0;27083.0;26752.0;25972.0;24676.0;23412.0;23436.0;23839.0;24427.0;25785.0;26426.0;26478.0;26073.0;26185.0;26183.0;26077.0;25345.0;25643.0;25203.0;24858.0;25401.0;25204.0;Industriel;Définitif;616614.0
2023-02-06;NaTran;26008.0;26973.0;27309.0;27229.0;26841.0;26359.0;25948.0;25125.0;25201.0;25394.0;25868.0;26245.0;26409.0;26545.0;26177.0;24067.0;22679.0;22555.0;22420.0;22519.0;21911.0;21523.0;21879.0;22012.0;Industriel;Définitif;595196.0
2023-01-28;NaTran;25726.0;26007.0;27145.0;27638.0;27509.0;27258.0;26882.0;26714.0;26953.0;26821.0;26808.0;26900.0;27353.0;27584.0;27256.0;26684.0;26917.0;26705.0;26314.0;26333.0;25875.0;25058.0;24794.0;24651.0;Industriel;Définitif;637885.0
2023-01-20;NaTran;25506.0;26251.0;26684.0;28251.0;28504.0;27179.0;26682.0;26497.0;26057.0;26148.0;26500.0;26994.0;27244.0;27013.0;26866.0;26175.0;26184.0;25985.0;25841.0;25687.0;25017.0;23492.0;22635.0;22702.0;Industriel;Définitif;626097.0
2023-01-17;NaTran;25208.0;26542.0;26817.0;26707.0;26490.0;26274.0;25814.0;25673.0;24432.0;23968.0;23283.0;23853.0;24148.0;24373.0;24790.0;24390.0;23953.0;23693.0;23896.0;24023.0;23527.0;24347.0;23892.0;24105.0;Industriel;Définitif;594197.0
2023-01-16;NaTran;17860.0;19027.0;20499.0;21083.0;21066.0;21243.0;21028.0;21416.0;21825.0;21733.0;21466.0;21909.0;22451.0;23228.0;22679.0;21609.0;21696.0;21812.0;23347.0;23737.0;24488.0;24788.0;24596.0;24428.0;Industriel;Définitif;529016.0
2023-01-14;NaTran;13751.0;13672.0;13702.0;13732.0;13597.0;13531.0;13380.0;13283.0;13152.0;13106.0;13117.0;12918.0;13250.0;12934.0;13035.0;13027.0;13023.0;13068.0;13058.0;13082.0;13021.0;12919.0;13090.0;13300.0;Industriel;Définitif;317748.0
2023-01-13;NaTran;15193.0;15734.0;15794.0;15980.0;15964.0;15790.0;15182.0;14854.0;14519.0;15477.0;16033.0;15965.0;15799.0;15900.0;15701.0;15565.0;15473.0;15283.0;14341.0;13838.0;13731.0;13678.0;13624.0;13649.0;Industriel;Définitif;363066.0
2023-01-11;NaTran;14407.0;15070.0;15208.0;15227.0;15174.0;15319.0;14857.0;14457.0;14724.0;15169.0;15163.0;14673.0;14577.0;14642.0;14507.0;14514.0;14431.0;14465.0;14159.0;14316.0;14425.0;14402.0;14425.0;14591.0;Industriel;Définitif;352903.0
2023-01-07;NaTran;13332.0;13551.0;13467.0;13661.0;13228.0;13167.0;13243.0;13226.0;13155.0;13136.0;13057.0;12977.0;13062.0;13243.0;13123.0;12848.0;12901.0;12700.0;12735.0;12803.0;12983.0;12857.0;12547.0;12746.0;Industriel;Définitif;313746.0
2022-12-30;NaTran;12649.0;12681.0;12763.0;12443.0;12449.0;12446.0;12372.0;12197.0;12088.0;12022.0;12032.0;12126.0;12186.0;12194.0;12027.0;12155.0;11954.0;11897.0;12008.0;11999.0;11872.0;11860.0;11710.0;11535.0;Industriel;Définitif;291667.0
2022-12-25;NaTran;11336.0;11465.0;11438.0;11425.0;11456.0;11469.0;11508.0;11429.0;11371.0;11222.0;11269.0;11506.0;11362.0;11141.0;11391.0;11511.0;11371.0;11375.0;11284.0;11718.0;11810.0;11812.0;11855.0;11976.0;Industriel;Définitif;275498.0
2022-12-23;NaTran;17001.0;19571.0;19906.0;19468.0;19419.0;19648.0;18964.0;18295.0;17383.0;15591.0;15413.0;15556.0;15530.0;15552.0;15123.0;14412.0;14286.0;13713.0;12744.0;12206.0;12105.0;12019.0;11874.0;11689.0;Industriel;Définitif;377469.0
2022-12-22;NaTran;17097.0;19432.0;20255.0;21171.0;21731.0;21483.0;20278.0;20213.0;20870.0;21199.0;21014.0;21313.0;20975.0;20720.0;19953.0;17297.0;15561.0;15802.0;15495.0;14988.0;14768.0;15132.0;14894.0;14870.0;Industriel;Définitif;446511.0
2022-12-16;NaTran;29191.0;30596.0;32250.0;32163.0;31974.0;31825.0;31674.0;31335.0;31760.0;31840.0;31890.0;31880.0;31786.0;31878.0;29936.0;28623.0;28307.0;28261.0;28788.0;28292.0;28158.0;28407.0;28226.0;28015.0;Industriel;Définitif;727055.0
2022-12-14;NaTran;28778.0;31515.0;32093.0;32084.0;32212.0;32119.0;31809.0;31491.0;31533.0;31331.0;31369.0;31226.0;31237.0;31452.0;30963.0;28705.0;28447.0;28033.0;28587.0;28632.0;28252.0;27660.0;27572.0;28703.0;Industriel;Définitif;725803.0
2022-12-11;NaTran;26372.0;26600.0;26242.0;26420.0;26731.0;26605.0;26637.0;27226.0;27306.0;27457.0;27421.0;28049.0;29009.0;29055.0;28459.0;28040.0;27738.0;27261.0;27033.0;27099.0;27357.0;27382.0;27386.0;27586.0;Industriel;Définitif;656473.0
2022-12-10;NaTran;26411.0;26423.0;26430.0;26721.0;26771.0;26795.0;26357.0;26019.0;26091.0;26692.0;27073.0;27455.0;27810.0;27645.0;27078.0;26390.0;26583.0;26563.0;26394.0;25973.0;26071.0;26204.0;26009.0;25875.0;Industriel;Définitif;637832.0
2022-12-05;NaTran;27331.0;28100.0;28591.0;28715.0;28763.0;28626.0;28276.0;28286.0;28208.0;28173.0;28769.0;29126.0;29175.0;29241.0;28579.0;27444.0;27258.0;27080.0;26307.0;26340.0;26498.0;25801.0;25942.0;26585.0;Industriel;Définitif;667212.0
2022-12-03;NaTran;24562.0;24654.0;24671.0;25538.0;26670.0;26115.0;26538.0;26177.0;26123.0;26391.0;26197.0;26504.0;26596.0;26684.0;26232.0;26272.0;26098.0;25820.0;24788.0;23068.0;20695.0;19582.0;18978.0;18880.0;Industriel;Définitif;593833.0
2022-12-01;NaTran;26655.0;28210.0;29296.0;29284.0;29315.0;29334.0;29104.0;29010.0;29094.0;29208.0;29349.0;29323.0;29524.0;29824.0;28769.0;27248.0;26633.0;26184.0;26490.0;26981.0;26846.0;26959.0;26546.0;26734.0;Industriel;Définitif;675921.0
2022-11-04;NaTran;22081.0;23708.0;24197.0;24471.0;25176.0;25388.0;24735.0;24642.0;24374.0;24640.0;24082.0;23035.0;24958.0;25040.0;25150.0;24907.0;24738.0;24955.0;24231.0;23328.0;22709.0;23612.0;23894.0;24063.0;Industriel;Définitif;582115.0
2022-10-31;NaTran;21401.0;21477.0;22153.0;22396.0;22238.0;21846.0;21867.0;21601.0;21989.0;22720.0;22498.0;22349.0;22560.0;22634.0;20225.0;20022.0;19278.0;17901.0;16197.0;14966.0;14969.0;14844.0;14087.0;13915.0;Industriel;Définitif;476134.0
2022-10-22;NaTran;20228.0;21662.0;21997.0;21462.0;21447.0;21699.0;21396.0;20606.0;20400.0;20481.0;20731.0;21842.0;21979.0;22032.0;20766.0;19069.0;19369.0;19807.0;19414.0;19918.0;19510.0;19016.0;18823.0;18369.0;Industriel;Définitif;492023.0
2022-10-20;NaTran;22933.0;23837.0;24019.0;24014.0;23911.0;23890.0;22872.0;22432.0;22749.0;23336.0;23869.0;23489.0;23051.0;23015.0;22293.0;22521.0;22886.0;22255.0;22273.0;22843.0;23077.0;21739.0;21381.0;21520.0;Industriel;Définitif;550204.0
2022-10-16;NaTran;14524.0;14757.0;15540.0;18169.0;18164.0;17953.0;17966.0;17779.0;17486.0;18095.0;18694.0;19805.0;20699.0;21016.0;20990.0;20449.0;20692.0;20662.0;17139.0;14689.0;14516.0;14447.0;14295.0;14226.0;Industriel;Définitif;422752.0
2022-10-12;NaTran;21655.0;22248.0;22873.0;22301.0;21336.0;20768.0;20222.0;20441.0;20872.0;21161.0;21497.0;21826.0;21868.0;22198.0;22087.0;21821.0;22242.0;21055.0;20693.0;20534.0;21136.0;20746.0;20662.0;20841.0;Industriel;Définitif;513085.0
2022-10-03;NaTran;19523.0;20442.0;20321.0;20463.0;21416.0;21761.0;21211.0;20039.0;20059.0;20277.0;20892.0;21126.0;21480.0;21835.0;21515.0;21250.0;21886.0;21271.0;21145.0;21301.0;21577.0;19791.0;19683.0;20892.0;Industriel;Définitif;501156.0
2022-09-28;NaTran;20593.0;20599.0;20956.0;21294.0;21195.0;20849.0;20751.0;20720.0;20935.0;21041.0;21696.0;21945.0;21699.0;21953.0;21831.0;21579.0;21379.0;21389.0;20940.0;20287.0;20544.0;20862.0;20400.0;20667.0;Industriel;Définitif;506101.0
2022-09-22;NaTran;20898.0;21123.0;21281.0;20985.0;20358.0;20667.0;20434.0;20257.0;20000.0;20073.0;20357.0;20291.0;20891.0;21384.0;21314.0;21032.0;20993.0;20047.0;19874.0;19723.0;20090.0;19700.0;19511.0;19426.0;Industriel;Définitif;490709.0
2022-09-13;NaTran;17480.0;17655.0;17428.0;17643.0;17392.0;17378.0;16958.0;17223.0;17339.0;17202.0;17291.0;16834.0;17403.0;18138.0;18684.0;18607.0;18244.0;18238.0;18054.0;18280.0;17827.0;17895.0;17490.0;16661.0;Industriel;Définitif;423344.0
2022-09-11;NaTran;16841.0;16601.0;16129.0;15851.0;15895.0;16186.0;15782.0;15417.0;15434.0;15512.0;16137.0;17172.0;17731.0;17637.0;17598.0;17365.0;16549.0;16866.0;16100.0;16028.0;16427.0;17058.0;17343.0;17690.0;Industriel;Définitif;397349.0
2022-09-05;NaTran;18313.0;18750.0;19644.0;20068.0;19584.0;19471.0;19036.0;19078.0;18977.0;18631.0;18940.0;18545.0;18781.0;19859.0;19680.0;19414.0;18761.0;18528.0;19337.0;19355.0;19509.0;19085.0;19348.0;19646.0;Industriel;Définitif;460342.0
2022-09-02;NaTran;19031.0;18878.0;19276.0;19682.0;20137.0;19880.0;19958.0;19154.0;19127.0;19512.0;19256.0;19131.0;19360.0;19579.0;19802.0;19687.0;19204.0;19500.0;19152.0;19472.0;19586.0;18739.0;17531.0;16766.0;Industriel;Définitif;461397.0
2022-08-29;NaTran;17353.0;17799.0;17935.0;18727.0;18446.0;18304.0;18320.0;18813.0;18862.0;18789.0;18481.0;18503.0;18454.0;18850.0;19117.0;18275.0;17683.0;18413.0;18373.0;17629.0;17648.0;17603.0;17393.0;17804.0;Industriel;Définitif;437573.0
2022-08-22;NaTran;16764.0;16712.0;17266.0;17344.0;17383.0;17483.0;17566.0;16793.0;16974.0;16844.0;16893.0;17407.0;17801.0;17876.0;18037.0;17773.0;17375.0;17488.0;17162.0;17516.0;17388.0;17480.0;17191.0;17405.0;Industriel;Définitif;415922.0
2022-08-15;NaTran;14657.0;14313.0;14341.0;14193.0;14234.0;14195.0;14425.0;14201.0;13981.0;14416.0;14234.0;14265.0;14293.0;14444.0;14552.0;14543.0;14644.0;14523.0;14616.0;14620.0;14454.0;14437.0;14620.0;14716.0;Industriel;Définitif;345915.0
2022-08-13;NaTran;15175.0;14415.0;13341.0;15224.0;14882.0;14046.0;13161.0;13087.0;13235.0;13783.0;14472.0;14432.0;14679.0;14322.0;14431.0;14650.0;14522.0;14296.0;14039.0;14175.0;13955.0;13664.0;14415.0;14387.0;Industriel;Définitif;340788.0
2022-08-01;NaTran;15716.0;15603.0;15881.0;15469.0;15457.0;15510.0;15428.0;15908.0;15645.0;15473.0;15569.0;15504.0;15764.0;16238.0;16434.0;16501.0;16415.0;16180.0;15888.0;15771.0;15666.0;15961.0;16081.0;15470.0;Industriel;Définitif;379532.0
2022-07-29;NaTran;17427.0;17705.0;18112.0;18137.0;18005.0;17571.0;16904.0;16705.0;16114.0;15788.0;15976.0;16393.0;16569.0;16590.0;16536.0;17038.0;17244.0;17101.0;16578.0;16176.0;16033.0;16042.0;16187.0;16023.0;Industriel;Définitif;402955.0
2022-07-28;NaTran;17552.0;18224.0;18597.0;18939.0;18550.0;17859.0;17248.0;17022.0;16976.0;17328.0;17666.0;17764.0;18500.0;18698.0;18891.0;18628.0;18159.0;17636.0;17434.0;17560.0;17852.0;17979.0;18008.0;17812.0;Industriel;Définitif;430882.0
2022-07-26;NaTran;18095.0;18436.0;18901.0;19047.0;19216.0;18817.0;18341.0;18336.0;17868.0;17737.0;17836.0;18017.0;17333.0;17607.0;17708.0;18299.0;18348.0;17573.0;17250.0;17237.0;17472.0;17468.0;17651.0;17406.0;Industriel;Définitif;432000.0
2022-07-17;NaTran;14435.0;13533.0;12680.0;12168.0;11547.0;11459.0;11742.0;11893.0;11735.0;11729.0;12398.0;14672.0;16885.0;17669.0;17895.0;18036.0;17288.0;17365.0;16485.0;16957.0;17298.0;17339.0;17164.0;17275.0;Industriel;Définitif;357647.0
2022-07-14;NaTran;18477.0;18095.0;18002.0;17895.0;18034.0;17458.0;17238.0;17176.0;17061.0;17249.0;17350.0;17468.0;17972.0;18346.0;18087.0;18019.0;18233.0;17920.0;17477.0;16920.0;17189.0;17274.0;17315.0;17381.0;Industriel;Définitif;423634.0
2022-07-12;NaTran;19098.0;19323.0;19459.0;18539.0;18604.0;18446.0;18320.0;18204.0;18796.0;18670.0;18298.0;18539.0;18439.0;18903.0;19142.0;18878.0;18656.0;18668.0;18328.0;18794.0;18628.0;18992.0;18315.0;18406.0;Industriel;Définitif;448445.0
2022-06-24;NaTran;16191.0;16249.0;16719.0;17311.0;17302.0;16968.0;16593.0;16484.0;16664.0;16584.0;16091.0;16565.0;16562.0;16852.0;17292.0;17438.0;17165.0;17042.0;16423.0;14065.0;12681.0;12524.0;12310.0;12109.0;Industriel;Définitif;382183.0
2022-06-15;NaTran;18154.0;18255.0;18458.0;18284.0;18048.0;17952.0;17765.0;18092.0;18199.0;18145.0;17804.0;17917.0;18095.0;18684.0;19064.0;19100.0;18846.0;18325.0;18170.0;18239.0;18460.0;18152.0;18282.0;17719.0;Industriel;Définitif;438209.0
2022-06-14;NaTran;17167.0;17438.0;17496.0;17375.0;17040.0;16829.0;16887.0;17159.0;17238.0;17393.0;17767.0;17971.0;17834.0;18305.0;18669.0;18515.0;18459.0;18269.0;17220.0;16539.0;16713.0;17251.0;17209.0;17424.0;Industriel;Définitif;420167.0
2022-06-13;NaTran;17038.0;17805.0;18187.0;17983.0;17786.0;17820.0;17329.0;17437.0;17525.0;17717.0;17610.0;17774.0;17923.0;18399.0;18500.0;18361.0;18179.0;17946.0;17771.0;17827.0;17652.0;17042.0;16647.0;17443.0;Industriel;Définitif;425700.0
2022-06-10;NaTran;18318.0;18356.0;18058.0;17650.0;17568.0;16917.0;17387.0;17331.0;17629.0;17397.0;17842.0;18370.0;18847.0;18631.0;19465.0;18591.0;18476.0;17556.0;17557.0;15916.0;13920.0;12702.0;12310.0;12181.0;Industriel;Définitif;408972.0
2022-06-09;NaTran;19432.0;19692.0;19924.0;19694.0;20158.0;19519.0;18400.0;16808.0;18060.0;18581.0;18532.0;18289.0;18816.0;18921.0;19328.0;19955.0;19602.0;19288.0;19176.0;17802.0;16937.0;17060.0;17198.0;17394.0;Industriel;Définitif;448569.0
2022-06-04;NaTran;12931.0;13004.0;13481.0;14275.0;14505.0;14515.0;14564.0;13973.0;14187.0;13826.0;14226.0;15108.0;16503.0;17836.0;17388.0;16039.0;16471.0;16604.0;15936.0;13200.0;12206.0;12386.0;12211.0;11925.0;Industriel;Définitif;347300.0
2022-05-26;NaTran;12212.0;12128.0;12545.0;12822.0;12983.0;12764.0;12939.0;12875.0;12671.0;12368.0;12314.0;12394.0;12489.0;12516.0;12650.0;12739.0;12680.0;12714.0;12603.0;12794.0;12552.0;12480.0;12285.0;12347.0;Industriel;Définitif;301868.0
2022-05-24;NaTran;17433.0;19293.0;19007.0;18778.0;18313.0;18304.0;17686.0;17336.0;17100.0;17393.0;17774.0;18339.0;19464.0;19875.0;20227.0;19975.0;19562.0;18895.0;18387.0;17661.0;17678.0;17587.0;17556.0;18218.0;Industriel;Définitif;441840.0
2022-05-23;NaTran;19328.0;19615.0;19678.0;19719.0;19575.0;19556.0;19010.0;19063.0;19240.0;19014.0;19049.0;19071.0;19664.0;19985.0;19644.0;19602.0;19500.0;19152.0;16600.0;14685.0;14579.0;14185.0;13685.0;14028.0;Industriel;Définitif;437227.0
2022-05-21;NaTran;13027.0;13018.0;13325.0;13529.0;13216.0;13325.0;13101.0;13107.0;12820.0;12914.0;13324.0;14655.0;16061.0;18103.0;18487.0;18394.0;18396.0;18386.0;17643.0;15404.0;14231.0;13763.0;13428.0;13612.0;Industriel;Définitif;355269.0
